blue,brightness,green,greenness,landcover,latitude,longitude,nbr,ndmi,ndvi,nir,red,swir1,swir2,wetness
170,562.7431,414,-160.7082,1,40.56247653,-105.0268147,0.26739928,0.18900344,-0.16826923,173,243,118,100,71.4377
429,1581.4117,607,-181.1669,1,39.75532103,-105.1385653,-0.1357191,-0.16720885,0.028938906,640,604,897,841,-667.7355
927,4490.6099,1592,165.4593,1,40.18760208,-105.0305431,0.2850217,0.05598658,0.12561466,2518,1956,2251,1401,-968.7912
244,702.9588,451,-195.5887,1,40.40473625,-104.0764157,0.22702703,0.16709511,-0.19787987,227,339,162,143,65.1863
857,4274.4383,1387,79.3796,1,40.20578488,-104.7844963,0.058907703,-0.07730673,0.15085536,2220,1638,2592,1973,-1740.8555
130,387.2879,234,-118.9716,1,40.27498332,-104.1438167,0.025906736,-0.06603774,-0.25,99,165,113,94,2.8757
1177,5182.9695,1513,9.5139,1,40.35243108,-103.9944649,-0.05740842,-0.11890971,0.1516366,2586,1905,3284,2901,-2594.9401
768,1469.1887,1352,-906.7712,1,40.38456123,-105.1356049,0.28695652,0.17928287,-0.72968036,148,947,103,82,528.9821
646,1146.3992,975,-617.3281,1,40.07387334,-105.2215376,0.13993174,0.070512824,-0.5911873,167,650,145,126,298.8198
106,319.3498,206,-115.0017,1,40.34550357,-104.2580802,0.07936508,-0.035460994,-0.35545024,68,143,73,58,32.7186
261,589.6923,433,-290.7411,1,40.57058464,-105.0264635,-0.016393442,-0.1,-0.5744681,90,333,110,93,103.5979
316,723.7351,510,-289.3343,1,41.15582679,-104.8268242,0.028571429,-0.021148037,-0.3816794,162,362,169,153,65.9479
213,521.3308,285,-121.7215,1,40.32821134,-105.2213076,0.062893085,-0.014577259,-0.09866667,169,206,174,149,-33.9419
1488,7143.6818,2100,8.6482,1,40.78943308,-105.1243353,-0.04200323,-0.13049853,0.13619672,3558,2705,4626,3870,-3547.0358
395,813.9757,781,-531.0869,1,40.22402503,-105.1268217,-0.2631579,-0.2293578,-0.84299064,42,493,67,72,266.0054
215,570.5393,368,-155.9228,1,39.94732764,-104.7544053,0.16065574,0.09259259,-0.1591449,177,244,147,128,27.2911
304,587.7486,467,-237.9629,1,40.85246622,-105.027999,0.13122173,0.028806584,-0.32795697,125,247,118,96,83.104
287,813.8508,586,-344.2626,1,40.77300306,-105.0510728,0.053892214,0.014409222,-0.44391784,176,457,171,158,108.8741
590,3453.7332,929,127.1326,1,40.32177669,-103.9218266,-0.051919956,-0.17252773,0.19740437,1753,1175,2484,1945,-1977.0891
692,3478.3238,981,209.1902,1,40.41612722,-104.604547,0.022621969,-0.0993759,0.22574322,1876,1185,2290,1793,-1717.4995
974,4601.9655,1288,124.1116,1,39.785211,-105.2136019,0.002132196,-0.14529915,0.17031872,2350,1666,3149,2340,-2326.9264
253,529.4034,466,-266.122,1,40.54382523,-104.9630367,-0.013888889,-0.101265825,-0.5477707,71,243,87,73,106.0436
99,311.6882,202,-111.8406,1,40.26882013,-104.1887045,-0.06666667,-0.13103448,-0.34375,63,129,82,72,11.8719
962,4954.4125,1422,71.1039,1,40.2795901,-104.6762757,-0.06611879,-0.12785627,0.16740602,2500,1783,3233,2854,-2610.469
365,1668.702,708,-192.1094,1,40.35675892,-104.7306682,0.17310664,0.10239651,-0.06411837,759,863,618,535,-173.327
371,1537.4374,584,-138.0522,1,40.30709542,-104.2535582,0.05263158,-0.07420014,7.36E-04,680,679,789,612,-431.3911
155,431.9134,255,-129.5003,1,40.35491466,-104.2505581,0.035714287,-0.041322313,-0.23684211,116,188,126,108,0.787
287,579.1389,386,-183.5399,1,40.37651678,-104.9398038,-0.108359136,-0.18413597,-0.15789473,144,198,209,179,-58.3695
324,1350.9849,657,-191.1121,1,39.63530379,-104.8610918,0.15445544,0.1115348,-0.06043513,583,658,466,427,-109.7107
372,1034.2363,641,-373.7055,1,40.5288077,-104.5266698,0.27114967,0.18864097,-0.3692142,293,636,200,168,172.4368
475,1348.8746,642,-94.5469,1,40.43966832,-104.5389687,0.3406157,0.2652296,0.061320756,675,597,392,332,-4.4901
288,570.3629,461,-234.531,1,40.85462963,-105.0215931,0.059907835,-0.017094018,-0.33908045,115,233,119,102,71.0619
388,629.8899,576,-303.1325,1,40.50653109,-105.0257301,-0.04522613,-0.07317073,-0.42771083,95,237,110,104,101.6854
406,733.7955,678,-386.6871,1,40.41977001,-105.0387813,0.08988764,-0.03,-0.5630631,97,347,103,81,177.7847
365,905.7324,773,-496.1672,1,39.95218227,-105.0111216,0.13761468,0.06896552,-0.6374269,124,560,108,94,256.5827
607,3801.8639,935,302.9289,1,40.33404753,-104.0918603,-0.048711944,-0.17186545,0.27016884,2031,1167,2874,2239,-2376.005
348,555.7083,450,-232.1298,1,39.86372701,-105.1258051,0.068627454,0,-0.31012657,109,207,109,95,72.821
183,504.804,302,-159.8275,1,39.81949722,-105.235441,-0.2777778,-0.29090908,-0.22,117,183,213,207,-108.2777
520,1182.4257,1051,-698.7746,1,40.33625944,-105.019661,0.15879828,0.10655738,-0.7,135,765,109,98,384.0339
674,1003.0454,971,-578.1525,1,40.6378791,-104.9668875,0.13402061,0.062801935,-0.632107,110,488,97,84,297.4208
435,773.4703,728,-442.9756,1,40.4440971,-105.0306589,0.14482759,0.031055901,-0.6591376,83,404,78,62,232.9089
349,870.4462,754,-465.4673,1,40.60949368,-105.0534305,0.18309858,0.09090909,-0.61051005,126,521,105,87,246.2341
104,263.7763,176,-100.4346,1,40.34011352,-105.2160483,-0.09090909,-0.1891892,-0.3617021,45,96,66,54,15.3527
126,378.3361,239,-126.6364,1,40.36252962,-104.2578936,-0.027624309,-0.0974359,-0.2931727,88,161,107,93,5.6626
425,1572.3432,565,-59.2839,1,39.87348925,-104.9076207,0.050578035,-0.137092,0.115030676,727,577,958,657,-599.5506
369,618.1122,603,-354.6916,1,40.42436683,-105.0317109,0.06306306,0,-0.6599424,59,288,59,52,182.9345
345,616.5349,526,-296.0257,1,40.62299467,-105.0754325,0.07103825,-0.024875622,-0.47593582,98,276,103,85,119.0477
209,579.167,450,-239.2524,1,40.61680208,-104.9839218,0.10909091,0.038297873,-0.4004914,122,285,113,98,90.2115
356,942.079,617,-357.9585,1,39.74674507,-105.0454046,0.018018018,-0.09054326,-0.38166896,226,505,271,218,37.5654
460,2270.6774,784,-19.0907,1,40.07465787,-105.23491,0.11741293,-0.1016,0.104228124,1123,911,1377,887,-805.3465
190,339.3399,270,-127.3448,1,40.19041658,-105.194074,-0.1724138,-0.2356688,-0.15492958,60,82,97,85,-3.6874
232,464.1893,383,-240.8842,1,40.59370595,-105.1697081,-0.14516129,-0.22058824,-0.61172163,53,220,83,71,81.7398
147,420.5848,296,-139.5019,1,39.93789059,-104.7656754,0.13978495,0.06,-0.25614035,106,179,94,80,43.5218
108,348.6843,204,-106.7625,1,40.27730261,-104.165313,-0.06077348,-0.12820514,-0.25438598,85,143,110,96,-12.6286
386,650.5647,490,-244.6285,1,39.8612924,-105.1275543,0.04895105,-0.019607844,-0.24623115,150,248,156,136,45.2774
249,683.2346,441,-192.1365,1,39.9373312,-104.7565478,0.15531336,0.07614213,-0.18773946,212,310,182,155,30.4809
120,368.4123,227,-116.7261,1,40.27938003,-104.1536421,0.005524862,-0.05699482,-0.2631579,91,156,102,90,7.0092
435,754.8614,714,-439.437,1,40.4430138,-105.0380871,0.027777778,-0.013333334,-0.6796537,74,388,76,70,220.1557
894,4236.5469,1303,200.3426,1,40.59551174,-104.7793499,0.13257763,-0.06376044,0.17334695,2298,1619,2611,1760,-1633.1027
75,201.9288,102,-49.712,1,40.21512526,-105.3697204,0.020833334,-0.10091743,-0.0754717,49,57,60,47,-4.7666
804,4751.9162,1184,596.1805,1,40.05025032,-105.1068032,0.12893523,-0.070957094,0.26887536,2815,1622,3245,2172,-2255.4868
4163,10268.3907,4431,-856.3631,1,40.67381514,-105.0563215,0.2591395,0.15422319,0.026249113,5063,4804,3710,2979,-907.1582
241,458.0956,380,-233.4036,1,40.58073938,-105.1654217,-0.033898305,-0.129771,-0.5777778,57,213,74,61,92.1176
606,2549.579,1073,-210.5255,1,40.02826513,-105.1806046,0.09976798,0.009369676,0.015424165,1185,1149,1163,970,-561.5636
186,535.334,347,-143.1295,1,39.93735565,-104.7684863,0.16491228,0.074433655,-0.15089513,166,225,143,119,22.5047
367,1243.0321,595,-197.1824,1,40.52896634,-104.9988193,0.03514377,-0.071633235,-0.047058824,486,534,561,453,-256.0188
103,308.2345,209,-109.9603,1,40.27100739,-104.1544522,0.1,0.007633588,-0.3265306,66,130,65,54,36.7674
114,342.7508,244,-136.9561,1,40.27225622,-104.1777249,0.1,0,-0.41333333,66,159,66,54,53.217
294,801.5106,702,-421.3023,1,40.54787589,-105.0462954,0.104761906,0.049773756,-0.60068846,116,465,105,94,210.1644
935,4050.2297,1277,-157.6465,1,40.85408967,-105.0183896,-0.08227848,-0.15070961,0.097206056,1885,1551,2554,2223,-1970.56
425,1143.8564,719,-283.7319,1,40.34300371,-104.6417098,0.22522523,0.16738197,-0.14554974,408,547,291,258,64.7983
209,530.7509,279,-112.9853,1,39.6159802,-104.6643601,0.026239067,-0.066313,-0.06382979,176,200,201,167,-65.7085
110,328.9473,216,-121.2368,1,40.3407597,-104.2351735,0.02255639,-0.055555556,-0.36448598,68,146,76,65,29.6802
350,934.694,852,-538.3165,1,40.03624353,-104.6457818,-0.2972973,-0.272,-0.7073955,91,531,159,168,179.2096
109,313.4683,194,-109.8948,1,40.2354287,-104.6405141,0.18333334,0.05185185,-0.34562212,71,146,64,49,43.4202
181,547.1066,367,-192.1911,1,40.07757634,-105.0723643,0.21008404,0.14741036,-0.32867134,144,285,107,94,81.7808
142,396.9772,298,-148.8837,1,39.66909483,-105.1369938,0.14649682,0.19205298,-0.32330826,90,176,61,67,70.2105
343,1432.9188,611,-226.1272,1,40.27186543,-104.8735595,0.13904762,0.049122807,-0.122523844,598,765,542,452,-148.9277
384,834.6429,600,-407.4634,1,39.81803525,-104.8645804,-0.25301206,-0.30337077,-0.56491226,124,446,232,208,31.9421
284,738.1953,605,-371.0769,1,40.17895154,-105.0354725,0.1553398,0.04845815,-0.5664845,119,430,108,87,180.9315
147,378.9816,241,-126.6904,1,40.43525392,-105.2142302,-0.1632653,-0.2264151,-0.25454545,82,138,130,114,-30.1241
1709,7736.8295,2391,-203.0081,1,40.27554671,-104.1843896,-0.070817314,-0.11105838,0.10273771,3746,3048,4682,4317,-3652.0952
124,389.3929,282,-154.9427,1,40.2602384,-104.1602309,0.16788322,0.059602648,-0.4095941,80,191,71,57,68.5383
259,721.2408,435,-177.1337,1,40.38744369,-104.0770054,0.25187033,0.17289719,-0.15488215,251,343,177,150,52.8042
118,253.0472,159,-86.104,1,39.76934301,-105.1645139,-0.15789473,-0.19327731,-0.2195122,48,75,71,66,-4.9241
110,306.5944,197,-116.6726,1,40.2243374,-104.6373992,0.16666667,0.06779661,-0.39712918,63,146,55,45,51.3518
537,750.7995,805,-469.3829,1,39.94414912,-105.2126906,-0.010989011,-0.1262136,-0.7547684,45,322,58,46,244.1376
879,4319.6708,1191,22.8599,1,40.32917913,-105.1125389,-0.10699062,-0.1854588,0.17137265,2095,1482,3049,2597,-2540.7662
172,513.2655,386,-225.1983,1,39.63906778,-104.8450018,0.11363637,0.05376344,-0.47593582,98,276,88,78,97.5682
215,661.5556,538,-319.2078,1,40.03859555,-105.1373787,-0.18828452,-0.256705,-0.55606407,97,340,164,142,61.6297
791,4613.7597,1171,420.0094,1,39.76142371,-104.4552646,-0.004232397,-0.095104896,0.26552567,2588,1502,3132,2610,-2526.2954
179,382.7108,349,-180.4682,1,39.61861697,-105.0495149,0.07070707,-0.061946902,-0.46464646,53,145,60,46,79.8041
895,1517.5495,985,-463.4828,1,39.54914058,-105.0616864,0.6041979,0.55976677,-0.21669106,535,831,151,132,417.5435
106,438.1927,257,-101.2709,1,40.36745752,-104.1133196,0.17886178,0.09022556,-0.14201184,145,193,121,101,13.3097
197,428.4609,257,-130.8776,1,40.49383108,-105.0059003,0.046728972,-0.05882353,-0.20848057,112,171,126,102,0.3001
311,708.1368,595,-380.7882,1,40.16186928,-105.1175465,0.16571428,0.29936305,-0.6136364,102,426,55,73,219.6034
170,520.56,366,-205.5684,1,40.23735726,-104.6524949,0.2631579,0.12676056,-0.4074074,120,285,93,70,101.5651
445,801.8807,691,-384.0387,1,40.42680087,-105.025346,0.088,-0.00729927,-0.46456692,136,372,138,114,151.7822
150,449.9439,284,-143.3182,1,40.27880848,-104.1494146,0.017699115,-0.057377048,-0.26517573,115,198,129,111,5.7606
214,429.175,276,-135.8821,1,39.8756578,-104.9156866,0,-0.05263158,-0.18181819,108,156,120,108,0.0052
991,4217.0034,1310,107.6394,2,39.68451709,-104.8760368,0.033687126,-0.03448276,0.17277487,2240,1580,2400,2094,-1714.6009
727,3638.2388,984,139.6503,2,40.05271889,-105.0554552,-0.0604534,-0.15246534,0.21577574,1865,1203,2536,2105,-2067.8459
606,2616.7034,834,115.078,2,39.59857414,-104.8919139,0.10906298,0.021577643,0.18555008,1444,992,1383,1160,-885.0188
679,3672.7192,1021,270.9841,2,40.08785278,-104.9368917,0.024365738,-0.06660563,0.23763278,2039,1256,2330,1942,-1779.5117
778,3822.6511,1095,121.197,2,40.39012023,-104.6715054,-0.015285996,-0.09433106,0.18340741,1997,1378,2413,2059,-1856.0112
922,4414.471,1425,156.5819,2,40.14479968,-105.1530891,0.09210229,0.005207249,0.16373281,2413,1734,2388,2006,-1554.3072
1070,4797.5774,1356,-52.9369,2,41.14884092,-104.8561589,-0.10514894,-0.19858657,0.14719272,2268,1686,3392,2801,-2762.3187
991,3975.277,1172,264.1912,2,39.86919668,-105.0325061,0.11894053,-0.015607826,0.21618685,2239,1443,2310,1763,-1522.9774
663,3813.4752,1054,291.9935,2,40.36098257,-104.6020428,0.013416387,-0.077828646,0.24448366,2115,1284,2472,2059,-1918.7125
557,3500.6381,908,475.5686,2,40.18212592,-105.1313247,0.108452536,-0.011824716,0.29347497,2131,1164,2182,1714,-1582.3765
810,4906.6073,1216,874.9809,2,39.93650116,-104.9679302,0.18638942,-0.014137606,0.336172,3138,1559,3228,2152,-2194.0042
728,3380.117,1006,194.5498,2,39.68166479,-104.776339,0.08090988,-0.017534677,0.20204931,1877,1246,1944,1596,-1339.1233
623,2748.1476,800,58.0084,2,39.7697196,-105.0489225,-0.031021262,-0.12825337,0.19210978,1390,942,1799,1479,-1390.4489
602,3193.0062,814,538.0889,2,39.69084979,-104.7735104,0.1662844,0.020572001,0.33903885,2034,1004,1952,1454,-1353.5399
477,2628.3685,652,555.5342,2,39.68801573,-104.8623857,0.21637426,0.059316956,0.38829997,1768,779,1570,1139,-1055.9639
669,2545.1051,855,-86.3528,2,39.69290495,-104.8840693,-0.005983247,-0.028460039,0.099735215,1246,1020,1319,1261,-920.7068
767,4116.8426,1091,233.1506,2,40.13272583,-104.9470621,-0.010714286,-0.09863738,0.21092896,2216,1444,2701,2264,-2120.65
890,4463.8821,1124,724.3466,2,39.61889734,-105.0107186,0.14070761,-0.00760658,0.34178427,2805,1376,2848,2113,-2043.4242
1501,5673.4362,1950,-287.6483,2,39.764509,-104.8594315,-0.01805581,-0.07776636,0.07165605,2692,2332,3146,2791,-2180.7959
861,4053.8709,1229,145.6161,2,40.48409064,-104.9499728,0.0781133,-0.068564035,0.1672521,2160,1541,2478,1847,-1661.1604
1317,4732.6967,1865,-366.8046,2,39.78836352,-104.9364654,0.0431055,-0.04366812,0.036195885,2190,2037,2390,2009,-1391.4522
480,2401.9956,681,305.0819,2,39.62442648,-104.8146239,0.15673114,0.03716814,0.2907489,1465,805,1360,1068,-905.4625
1046,4949.6512,1377,-24.1545,2,39.84653034,-104.6572788,-0.12847286,-0.21445379,0.16762428,2337,1666,3613,3026,-3039.7469
913,3838.1801,1224,-5.9181,2,39.88030218,-105.2416131,0.011294983,-0.09454375,0.14141713,1925,1448,2327,1882,-1647.6125
902,4004.3833,1041,574.4081,2,39.68430296,-105.0481624,0.15321638,-0.009045227,0.31924003,2465,1272,2510,1810,-1735.4043
643,4360.0886,1063,456.4854,2,40.60193858,-105.0020093,0.029134354,-0.1291238,0.2677511,2455,1418,3183,2316,-2454.8108
718,3749.726,929,179.9516,2,39.97487362,-104.9429682,-0.074424244,-0.19451477,0.23002577,1909,1195,2831,2216,-2340.9434
629,2656.6225,832,82.6297,2,39.68721406,-104.8704342,0.054505005,-0.017616581,0.18253638,1422,983,1473,1275,-1022.0645
1316,5662.9536,1667,-304.0529,2,40.70063702,-103.8070807,-0.18178786,-0.2541806,0.10197664,2453,1999,4125,3543,-3506.9669
618,3097.9351,836,453.9822,2,39.97907837,-105.1762589,0.16234158,0.018508725,0.31557378,1926,1002,1856,1388,-1261.3165
938,4603.0106,1199,137.6034,2,41.11630276,-104.785834,-0.073459715,-0.14922938,0.19267921,2346,1588,3169,2718,-2618.0948
872,3802.1445,1060,-118.3759,2,39.8151325,-104.9557188,-0.18315889,-0.22342831,0.14543028,1717,1281,2705,2487,-2393.8775
1176,4603.4107,1408,-125.0628,2,41.13415419,-104.7943544,-0.0832464,-0.13007325,0.124072656,2197,1712,2854,2596,-2265.1706
1134,5348.0469,1503,-67.3623,2,41.00995668,-104.8739429,-0.12595685,-0.20732093,0.14808044,2512,1864,3826,3236,-3191.9748
908,3555.8466,1152,-64.1839,2,40.54085154,-105.0392053,-0.0182944,-0.09000783,0.12880258,1744,1346,2089,1809,-1519.8648
696,3602.4427,917,243.3731,2,39.7739455,-105.1592704,-0.029381966,-0.15164933,0.25146964,1916,1146,2601,2032,-2091.9852
723,3296.4396,988,280.6891,2,41.14744121,-104.8214836,0.14608747,0.03409396,0.22831632,1926,1210,1799,1435,-1151.3674
487,1701.4108,555,87.1886,2,40.40957761,-104.7856155,0.2015161,0.051409617,0.20379747,951,629,858,632,-465.7884
722,2974.9756,929,157.6802,2,39.91163571,-105.0241021,0.10566413,0.034397274,0.20071943,1669,1111,1558,1350,-1021.7565
739,2596.5439,892,-193.0987,2,39.84703563,-104.9851549,-0.10455764,-0.090272374,0.070512824,1169,1015,1401,1442,-1089.8541
909,4727.6994,1312,119.6971,2,39.85595324,-104.7480677,-0.057779532,-0.15672432,0.18443233,2389,1645,3277,2682,-2620.4659
534,2693.6384,690,368.1023,2,39.70318132,-105.1111654,0.11035422,-0.020432692,0.3161082,1630,847,1698,1306,-1234.3952
586,2260.7585,761,-59.9701,2,40.51948901,-105.0643377,-0.003633061,-0.07230444,0.12053116,1097,861,1268,1105,-887.0924
772,4656.2778,1187,295.9716,2,40.10001197,-104.930193,-0.05442047,-0.1447323,0.23769058,2476,1525,3314,2761,-2748.8606
853,3103.8629,1086,-176.0798,2,39.70051884,-105.0541225,-0.035583638,-0.074664965,0.078869045,1450,1238,1684,1557,-1190.4267
758,3694.8329,1024,407.9062,2,39.62090282,-104.8086914,0.10618146,0.03257329,0.2683624,2219,1280,2079,1793,-1481.1249
222,805.4335,254,69.2493,2,39.65911307,-105.1191383,0.27815467,0.14738125,0.25099602,471,282,350,266,-158.4523
764,3963.5574,1145,193.7925,2,40.1451133,-105.1157566,0.017964073,-0.084446356,0.20158327,2125,1412,2517,2050,-1879.4774
4490,11723.6941,5354,-928.947,2,39.78403504,-104.930163,0.4542508,0.14226966,0.008471646,5833,5735,4380,2189,-248.1355
701,3248.593,1047,220.0619,2,39.50285937,-104.7172452,0.17368257,0.07083926,0.1953001,1882,1267,1633,1325,-949.6451
705,3721.1213,933,700.3575,2,39.73107098,-104.9652249,0.1686103,4.16E-04,0.3782235,2405,1085,2403,1711,-1700.6729
695,3499.0407,1015,317.7725,2,40.00958748,-105.1974275,0.08914624,-0.012454213,0.25240013,2022,1207,2073,1691,-1472.3015
1186,4492.0314,1441,98.3951,2,39.69749543,-105.1206039,0.07664644,-0.01683087,0.16601753,2395,1713,2477,2054,-1640.7976
721,3142.3835,1008,-82.6922,2,39.98574287,-105.2293345,-0.044585988,-0.12689173,0.11358575,1500,1194,1936,1640,-1436.6215
1121,5041.211,1451,131.4049,2,40.35081919,-105.0924386,-0.033351965,-0.11723669,0.18963541,2594,1767,3283,2773,-2573.4593
770,3855.8882,957,419.4129,2,40.13107621,-104.9037517,0.016808657,-0.08967223,0.30496454,2208,1176,2643,2135,-2116.7687
1158,5632.8297,1654,39.7472,2,39.59121755,-104.0488809,-0.06319328,-0.15455787,0.16294596,2787,2006,3806,3163,-3012.382
870,3560.3712,1066,131.5311,2,39.71458015,-105.0411835,0.046357617,-0.06254635,0.19320327,1896,1282,2149,1728,-1525.6396
948,4170.8402,1365,78.9308,2,39.60142408,-104.678757,0.051880058,-0.019085664,0.15980057,2210,1601,2296,1992,-1570.1193
947,3945.7922,1195,-29.3109,2,39.92806827,-105.1160924,-0.05103785,-0.116014555,0.1449617,1943,1451,2453,2152,-1898.753
975,3847.1122,1182,-123.4514,2,41.15116359,-104.7857205,-0.08674881,-0.13626635,0.116851166,1816,1436,2389,2161,-1888.3368
1020,4737.5364,1551,-88.3675,2,39.92695599,-105.1438258,0.001085305,-0.12001526,0.10626049,2306,1863,2935,2301,-2047.7294
662,3392.7529,1077,123.444,2,40.33569804,-104.9278316,0.070806734,-0.003510667,0.16735211,1845,1316,1858,1601,-1255.2706
