blue,brightness,green,greenness,landcover,latitude,longitude,nbr,ndmi,ndvi,nir,red,swir1,swir2,wetness
831,4731.4258,1231,112.5022,8,39.88128513,-104.8641052,-0.12233944,-0.1645525,0.19325617,2371,1603,3305,3032,-2889.7852
855,4609.0976,1156,349.1584,8,40.6483784,-105.1027832,-0.002609918,-0.15265222,0.24730103,2484,1499,3379,2497,-2640.5308
620,3695.2979,934,351.6723,8,39.96533286,-104.6162897,0.008551185,-0.114733,0.2732881,2064,1178,2599,2029,-2053.9421
1224,5869.6854,1850,2.6792,8,40.47300562,-104.6417276,-0.01610253,-0.064082526,0.1332324,2994,2290,3404,3092,-2533.535
1307,5634.7463,1819,-63.7871,8,40.52220593,-104.9708403,0.0025,-0.08863636,0.11988829,2807,2206,3353,2793,-2376.3503
1473,6513.8778,2050,-246.9587,8,40.66848707,-104.1803312,-0.07337653,-0.13282572,0.08791792,3075,2578,4017,3562,-3078.0978
739,4831.8778,1161,668.6233,8,40.6297032,-104.8704039,0.028693637,-0.07068105,0.32720166,2886,1463,3325,2725,-2694.9384
1146,6348.1884,1723,79.6488,8,40.06341881,-104.6973526,-0.10100867,-0.15423684,0.16323529,3164,2276,4318,3875,-3632.7337
1040,5318.846,1598,-119.2452,8,40.68591527,-105.1319534,-0.114311114,-0.18740825,0.12460496,2491,1939,3640,3134,-2967.12
778,3977.7719,1011,100.5256,8,40.39896165,-105.0292243,-0.114597544,-0.21634132,0.20856611,1947,1275,3022,2451,-2562.4008
667,4701.697,1053,1098.0722,8,40.24734157,-104.1339361,0.15305199,-0.001255099,0.42863554,3183,1273,3191,2338,-2405.473
801,4656.233,1207,422.4842,8,40.21616965,-105.1416149,0.07434944,-0.11710794,0.23857144,2601,1599,3291,2241,-2366.1985
706,4214.6418,990,535.6668,8,40.11139145,-104.0645552,-0.00248139,-0.14010695,0.3418637,2412,1183,3198,2424,-2625.9435
861,4885.1045,1260,140.3228,8,39.8907354,-104.8556651,-0.11589225,-0.18145296,0.20265618,2445,1621,3529,3086,-3048.2554
947,4759.4604,1264,-42.2927,8,40.88349235,-104.885934,-0.15090004,-0.23060906,0.15589155,2217,1619,3546,3005,-3042.9174
689,4001.6436,1094,93.3878,8,40.05890355,-104.8975217,-0.08166969,-0.14309907,0.17845707,2024,1411,2700,2384,-2236.6033
883,5467.5489,1260,519.4442,8,40.37808188,-103.9916098,-0.016317785,-0.17603204,0.27249467,2984,1706,4259,3083,-3421.7637
1052,5344.9884,1487,-91.7859,8,40.18425073,-103.9560749,-0.15263519,-0.2210162,0.14391315,2476,1853,3881,3368,-3325.0071
803,4640.3915,1136,315.8638,8,40.54549262,-104.5779241,-0.036647175,-0.1576615,0.23611806,2471,1527,3396,2659,-2750.9779
697,4728.6188,1059,744.2037,8,40.17240481,-104.4847603,0.025228126,-0.08510298,0.3578199,2865,1355,3398,2724,-2803.6199
579,3561.4204,928,19.6109,8,40.32733894,-104.9737495,-0.13554217,-0.18811882,0.15764706,1722,1253,2520,2262,-2177.4835
655,3540.148,976,47.9305,8,39.70506819,-104.1991958,-0.09977035,-0.14368932,0.17404327,1764,1241,2356,2155,-1985.7147
733,4041.7297,1044,7.1312,8,39.87537342,-104.3782376,-0.15162216,-0.21358429,0.16697025,1922,1372,2966,2609,-2590.2639
982,5717.0083,1452,418.8498,8,40.48867117,-104.4359771,0.01741253,-0.11931258,0.21918876,3126,2002,3973,3019,-3031.4581
735,4880.1694,1074,609.0504,8,40.22083495,-103.8797085,0.05059244,-0.15003043,0.28709677,2793,1547,3779,2524,-2881.8991
840,4270.8095,1136,-12.013,8,40.58119094,-103.9467386,-0.13453904,-0.27090302,0.1692491,1962,1394,3420,2572,-2834.6604
981,6028.9706,1421,397.9568,8,40.16306358,-104.6641474,-0.11635002,-0.16190977,0.26153237,3186,1865,4417,4025,-3987.2244
723,4013.4126,943,331.024,8,40.01232988,-104.827288,-0.06416759,-0.20045215,0.29311395,2122,1160,3186,2413,-2673.4656
943,5031.2173,1397,97.7656,8,40.62881606,-104.6887845,-0.05484598,-0.16702533,0.16860195,2516,1790,3525,2808,-2779.0647
835,4436.7495,1200,-90.0364,8,40.01588821,-104.8603233,-0.18087235,-0.21435425,0.14166202,2047,1539,3164,2951,-2823.4402
706,3642.11,895,0.9874,8,40.6004509,-104.413764,-0.20057102,-0.2595857,0.19743407,1680,1126,2858,2523,-2613.1876
1195,6245.0736,1699,7.9713,8,40.87752079,-104.3251624,-0.11935953,-0.18397626,0.15634556,3025,2207,4389,3845,-3709.2374
666,4048.5244,919,343.6232,8,40.34706915,-105.0267292,-0.05170517,-0.19619545,0.27439386,2155,1227,3207,2390,-2654.4353
835,4384.4359,1092,269.6415,8,40.16687484,-105.2095087,-0.0343075,-0.19077197,0.23980424,2280,1398,3355,2442,-2669.5976
826,4445.3738,1208,59.9923,8,39.6227963,-104.4081173,-0.06755308,-0.19689694,0.16101469,2174,1571,3240,2489,-2559.3733
906,5325.186,1324,412.8318,8,41.06426462,-104.2811244,-0.04347826,-0.10792683,0.251497,2926,1750,3634,3192,-3052.0953
703,3732.0754,979,319.1521,8,40.13459577,-105.0889756,0.03081511,-0.10255301,0.25620836,2074,1228,2548,1950,-1941.4497
569,3325.2496,830,74.347,8,40.00640056,-104.3661545,-0.108333334,-0.23625982,0.18713018,1605,1099,2598,1995,-2153.811
1205,6020.9142,1696,-96.6206,8,40.62967332,-104.3212787,-0.13952078,-0.19173789,0.13890004,2837,2145,4183,3757,-3567.4793
625,3222.1024,918,-30.0995,8,39.82840748,-104.1353639,-0.10334528,-0.2254902,0.14755352,1501,1115,2375,1847,-1904.651
1200,6032.3111,1653,13.4222,8,40.77815702,-104.7538601,-0.111915536,-0.16976875,0.15791544,2944,2141,4148,3686,-3493.2699
778,4706.922,1144,381.5979,8,40.28475354,-104.6864859,-0.07050464,-0.14381608,0.2767768,2551,1445,3408,2938,-2942.3624
830,4258.9295,1161,-33.5916,8,40.75021368,-104.8488478,-0.09708079,-0.22749273,0.13481228,1995,1521,3170,2424,-2526.6737
1331,6494.173,1792,165.3813,8,40.59422169,-103.983406,-0.058439717,-0.13612701,0.18366618,3319,2289,4365,3731,-3526.7463
935,4912.7263,1439,-14.3244,8,40.36213052,-104.8663245,-0.06995568,-0.14173928,0.1349953,2413,1839,3210,2776,-2540.6383
760,3891.6199,1013,-69.2951,8,40.82405931,-104.9120069,-0.1764706,-0.29095757,0.15266667,1729,1271,3148,2470,-2694.2678
821,5026.0068,1221,572.0176,8,40.06823767,-104.6800929,-0.009958792,-0.10284736,0.30777955,2883,1526,3544,2941,-2939.0798
558,3913.0595,902,677.4341,8,40.21081864,-104.7354773,0.07107952,-0.084140554,0.37496436,2411,1096,2854,2091,-2242.3661
827,4825.228,1244,444.4836,8,40.53524911,-104.2195055,-0.02421395,-0.10044978,0.28296506,2700,1509,3303,2834,-2741.4967
673,3991.2185,969,238.2236,8,40.10643847,-104.4810343,-0.104542494,-0.19168139,0.2591687,2060,1212,3037,2541,-2642.1954
616,4510.2555,995,1479.4387,8,40.30025466,-104.7238327,0.26670328,0.11504995,0.5185429,3460,1097,2746,2003,-1928.7555
934,4875.3484,1317,-93.8685,8,40.53181163,-103.8972148,-0.1878629,-0.28660744,0.15966836,2168,1571,3910,3171,-3400.7375
767,4145.3611,1031,131.0365,8,40.25677959,-105.0665576,-0.12200389,-0.22743683,0.21992199,2033,1300,3230,2598,-2767.0075
782,4940.0325,1212,938.6746,8,39.93098559,-104.7014476,0.13587245,0.002501563,0.3721378,3206,1467,3190,2439,-2365.063
836,4326.2501,1288,237.3795,8,39.99075827,-105.1334173,0.059295587,-0.045591485,0.19697733,2376,1594,2603,2110,-1843.5782
819,4566.262,1264,106.4117,8,39.88603089,-104.400246,-0.05159705,-0.14396599,0.16851665,2316,1648,3095,2568,-2452.5451
757,3988.4954,1135,102.0862,8,39.91610277,-104.1893718,-0.032751612,-0.14785172,0.17821783,2023,1411,2725,2160,-2104.1699
772,4049.7882,1014,262.3083,8,40.6026782,-105.1282437,-0.044379365,-0.17981438,0.25243577,2121,1266,3051,2318,-2475.3861
636,3710.634,847,267.1159,8,40.27080378,-105.1071493,-0.10478413,-0.21746226,0.28595373,1918,1065,2984,2367,-2595.6262
562,2896.7199,730,168.854,9,40.39880535,-104.5261674,-0.08154506,-0.17714913,0.2652027,1498,870,2143,1764,-1818.0165
844,4530.7728,1177,243.5973,9,39.68251798,-104.6790812,-0.035837214,-0.14751163,0.22008711,2381,1522,3205,2558,-2566.4376
773,4829.4922,1077,439.8932,9,40.62263295,-105.1637515,-0.023876669,-0.19789897,0.2666504,2596,1503,3877,2723,-3112.9943
759,4161.3763,1022,194.4845,9,39.80451175,-104.6182365,-0.09003706,-0.22329736,0.23454599,2087,1294,3287,2500,-2740.328
912,4786.7416,1314,113.715,9,39.69907156,-104.2318073,-0.09325736,-0.17675461,0.19889502,2387,1595,3412,2878,-2846.9733
871,4214.9314,1121,112.346,9,39.56221952,-104.7938356,-0.09795479,-0.18877058,0.21238425,2095,1361,3070,2550,-2578.2149
668,3388.4267,861,-40.1608,9,40.36758394,-104.4348676,-0.20876221,-0.30360046,0.18873909,1499,1023,2806,2290,-2505.0914
1059,5430.4539,1479,88.6491,9,40.66773457,-103.7622371,-0.06811417,-0.20269664,0.17198855,2661,1880,4014,3050,-3182.5711
548,3192.6229,815,320.4837,9,39.51428696,-104.7496553,0.03604119,-0.08949221,0.27176967,1811,1037,2167,1685,-1666.2365
683,3574.7862,913,242.224,9,39.94690902,-105.1789858,-0.010432968,-0.15931752,0.24352671,1897,1154,2616,1937,-2045.1533
728,3449.1614,931,91.7441,9,39.76504342,-105.1455899,-0.057927657,-0.16730769,0.1953071,1732,1166,2428,1945,-1940.9496
452,2441.987,647,186.2459,9,41.15480712,-104.8740234,0.054502368,-0.10762032,0.23382625,1335,829,1657,1197,-1203.969
906,5018.9942,1252,125.4094,9,40.53047475,-105.1617559,-0.11039886,-0.18803835,0.18585332,2498,1715,3655,3118,-3114.8422
1075,4992.9994,1365,-43.6972,9,41.08082969,-104.9948809,-0.12704687,-0.23854868,0.15834166,2319,1685,3772,2994,-3125.38
508,2739.6812,877,-129.2687,9,40.26401313,-104.8612256,-0.10404004,-0.15309227,0.07692308,1253,1074,1706,1544,-1335.1713
803,4662.0039,1115,468.8212,9,40.67077101,-105.1400875,0.069624156,-0.14552912,0.2516222,2604,1557,3491,2265,-2546.1465
670,3882.8758,907,187.8694,9,40.30354958,-104.208058,-0.11767399,-0.24431373,0.24483204,1927,1169,3173,2441,-2719.9162
691,3774.9457,959,302.8668,9,39.96275314,-105.2366341,0.006159152,-0.15111203,0.25661537,2042,1208,2769,2017,-2146.7588
582,3456.0157,889,316.7073,9,40.57750114,-105.3887218,-0.010841507,-0.117660604,0.28117687,1916,1075,2427,1958,-1961.6659
764,4384.019,1079,584.518,9,39.68023752,-105.0694991,0.09140347,-0.07301474,0.3028714,2609,1396,3020,2172,-2232.6197
429,3852.34,622,828.1245,9,39.93278319,-104.7800883,0.085445166,-0.15102613,0.40208575,2420,1032,3281,2039,-2578.7551
775,3857.499,967,133.3327,9,40.40044425,-104.5303983,-0.11286944,-0.21805128,0.23086858,1906,1191,2969,2391,-2532.7999
646,3556.1156,884,184.905,9,40.41136228,-104.5575483,-0.08086185,-0.19938177,0.24178082,1813,1107,2716,2132,-2266.8175
666,3309.6541,772,595.7292,9,40.15697691,-105.1418441,0.13717052,-0.006345476,0.36872774,2114,975,2141,1604,-1575.9357
730,4260.9942,1095,530.2093,9,40.10999148,-104.73094,0.1255814,-0.045275223,0.27113557,2541,1457,2782,1974,-1940.8729
537,3299.0836,861,401.2146,9,40.52003503,-104.9464045,0.10210877,0.001765448,0.26779446,1986,1147,1979,1618,-1427.3923
552,3016.357,795,144.8558,9,40.30777461,-104.2334275,-0.043344606,-0.16299085,0.22087093,1556,993,2162,1697,-1728.2594
832,4363.2316,1132,3.6234,9,40.34318674,-104.4202358,-0.14261496,-0.26221737,0.17207415,2023,1429,3461,2696,-2918.7966
635,3428.1838,873,322.0689,9,40.36157529,-104.4221982,0.013553016,-0.11815029,0.27986577,1907,1073,2418,1856,-1896.8275
766,3787.0839,1031,191.3252,9,39.83138828,-105.2365334,-0.005232993,-0.12952463,0.21485089,1996,1290,2590,2017,-1990.4952
440,2013.8407,621,34.5531,9,40.35887335,-104.7108745,0.03267974,-0.0899424,0.16572078,1027,735,1230,962,-858.3664
690,3866.3964,979,237.6076,9,40.00933763,-104.6005774,-0.039486203,-0.17809892,0.2386503,2019,1241,2894,2185,-2322.6215
596,3373.8787,822,234.1208,9,39.97850738,-105.19523,-0.04941939,-0.1957962,0.25939178,1760,1035,2617,1943,-2130.7149
675,3678.354,930,94.0723,9,40.33169246,-104.3924341,-0.11607362,-0.21542148,0.20347477,1801,1192,2790,2274,-2368.4813
687,3531.0991,945,139.8034,9,40.57193564,-105.0278817,-0.0488959,-0.15938662,0.21003345,1809,1181,2495,1995,-1998.5492
726,3857.9492,974,103.3712,9,40.21405477,-104.904692,-0.14233825,-0.21373568,0.22304954,1889,1200,2916,2516,-2573.8495
1103,5155.6673,1534,-124.0982,9,40.54572212,-105.0144078,-0.11516035,-0.16963065,0.12511584,2428,1888,3420,3060,-2811.4194
413,1851.0206,596,369.58,9,39.66938865,-105.275854,0.3964111,0.22753346,0.35443038,1284,612,808,555,-330.2924
2353,7580.9322,2510,-248.2526,9,39.64901745,-104.0767616,-0.021841083,-0.10209102,0.12255882,3650,2853,4480,3813,-3238.7941
610,3403.2575,777,220.7653,9,40.29344189,-104.8368105,-0.1006192,-0.21838565,0.27040815,1743,1001,2717,2133,-2336.4099
821,4146.1823,1051,71.143,9,40.36161446,-105.1104729,-0.14777371,-0.24041411,0.2123623,1981,1287,3235,2668,-2819.4868
556,3614.4595,837,684.3512,9,39.85939899,-104.3250706,0.12870802,-0.044019934,0.37679425,2302,1042,2514,1777,-1870.2854
676,3946.5377,973,212.3463,9,40.3176123,-104.0984362,-0.07001382,-0.20102888,0.23147301,2019,1260,3035,2323,-2497.3204
786,4212.8555,1015,125.8172,9,40.3258748,-104.1184547,-0.15623705,-0.24787588,0.23431343,2036,1263,3378,2790,-2997.7133
563,3445.548,844,293.9965,9,40.21350911,-104.8986994,-0.010832232,-0.15178975,0.26060605,1872,1098,2542,1913,-2020.9
690,3565.9808,935,260.4192,9,40.27220154,-105.0274054,0.053090118,-0.131177,0.2279365,1934,1216,2518,1739,-1827.7866
774,4472.7716,1068,365.8354,9,40.53165946,-104.4979584,-0.035792843,-0.16357328,0.26428947,2411,1403,3354,2590,-2744.6736
243,1070.2717,311,54.7083,9,39.53049943,-105.0365365,0.11285574,-0.06358381,0.21413276,567,367,644,452,-414.7448
839,3943.0558,1026,12.7084,9,40.42287543,-104.6020319,-0.15813528,-0.24770267,0.19804879,1842,1233,3055,2534,-2660.2949
1396,6247.8012,1981,-103.9461,9,40.33416167,-103.9459984,-0.057522126,-0.16820084,0.1340559,2982,2277,4188,3346,-3187.6919
990,5075.9197,1375,102.4421,9,40.35266901,-105.2842709,-0.095263824,-0.1858694,0.19136827,2512,1705,3659,3041,-3041.9352
676,3833.5505,1016,302.0156,9,39.89880952,-104.6071857,0.06514575,-0.12476567,0.22721963,2101,1323,2700,1844,-1937.7014
722,4264.3829,1060,408.1501,9,40.16260937,-104.8262032,0.04673311,-0.14492491,0.25858855,2363,1392,3164,2152,-2362.5778
692,3148.3661,951,164.1981,9,39.84832943,-105.1166593,0.1014218,-0.008532424,0.18813907,1743,1191,1773,1422,-1169.3337
252,929.2798,337,-56.9841,9,40.33760838,-104.2920734,-0.011904762,-0.085903086,0.09933775,415,340,493,425,-324.2263
376,2128.2829,540,266.8379,9,40.63487252,-105.2670168,0.07022835,-0.0741707,0.31707317,1242,644,1441,1079,-1086.1398
624,3443.9259,865,238.1933,9,40.25266259,-104.862307,-0.039271783,-0.13448922,0.24839473,1847,1112,2421,1998,-1985.3788
989,5462.7447,1388,471.6908,9,40.97026871,-105.3628503,0.052977838,-0.114443794,0.23567656,3041,1881,3827,2735,-2824.7489
718,3230.5377,970,180.2425,9,39.71075889,-105.101378,0.060714286,-0.025430681,0.21348314,1782,1155,1875,1578,-1333.2533
608,3847.7317,909,432.6897,9,40.25350504,-104.6301884,0.07163886,-0.1338489,0.26645404,2184,1265,2859,1892,-2103.0785
771,3949.2581,1021,58.4151,9,40.71028735,-105.0787274,-0.0923114,-0.24634781,0.17945506,1883,1310,3114,2266,-2508.0927
669,3367.7661,943,238.2353,9,40.18856124,-105.1708087,0.05060786,-0.07539189,0.23087116,1858,1161,2161,1679,-1580.4423
136,659.3137,368,-119.974,9,40.06594827,-105.080795,0.074157305,-0.044,-0.06640625,239,273,261,206,-79.9175
1017,5082.7106,1351,247.6694,9,41.02566331,-104.9081706,0.01163456,-0.15889628,0.19918607,2652,1771,3654,2591,-2724.3165
548,3056.4577,689,316.5323,9,40.55523656,-105.2234707,-0.03739931,-0.17423494,0.3168044,1673,868,2379,1803,-1982.3678
707,3910.3976,944,158.3079,9,40.21567322,-104.9008115,-0.122838944,-0.23749259,0.23748395,1928,1188,3129,2468,-2691.332
771,3905.5108,1025,244.3215,9,39.4943303,-104.4493306,-0.015828017,-0.13460739,0.23730324,2083,1284,2731,2150,-2155.7268
644,3675.5337,939,197.2797,9,40.34737687,-104.7663838,-0.08563205,-0.16495071,0.24331376,1906,1160,2659,2263,-2266.311
887,3325.5464,1492,-532.9877,9,40.53295307,-104.4848426,0.018469658,-0.047921073,-0.08962264,1351,1617,1487,1302,-710.6868
674,3565.482,908,185.5823,9,40.26214085,-105.1212479,-0.029858565,-0.16614138,0.21642037,1852,1193,2590,1966,-2041.2643
1613,5584.3502,1705,-10.6054,9,39.62852831,-105.1529938,-0.002476123,-0.08232997,0.15196079,2820,2076,3326,2834,-2436.2877
732,4049.1074,989,296.4496,9,40.38683386,-104.5071648,-0.04825144,-0.17084458,0.26210743,2150,1257,3036,2368,-2500.4374
764,4154.4314,1054,368.7482,9,40.61053951,-105.104853,0.036437247,-0.12111387,0.25353646,2304,1372,2939,2142,-2221.6737
888,5023.4563,1380,145.0841,9,41.02274527,-105.241101,-0.05873606,-0.17376408,0.18622628,2532,1737,3597,2848,-2871.2234
1075,5245.3405,1423,683.5553,9,39.60727179,-105.0246952,0.15027963,-0.011472868,0.29094958,3188,1751,3262,2355,-2220.3958
889,4674.1248,1276,15.2823,9,39.83743478,-104.8189613,-0.1168932,-0.17444183,0.16079633,2274,1644,3235,2876,-2738.3078
552,3138.7255,765,214.2123,9,40.25450135,-104.1518356,-0.061643835,-0.18147871,0.2612198,1644,963,2373,1860,-1971.3447
613,3582.9439,933,228.5725,9,40.24706044,-104.6436271,-0.014755371,-0.14682807,0.22853453,1903,1195,2558,1960,-2004.4489
939,5024.8658,1325,288.3713,9,39.96439387,-105.2271555,0.031383187,-0.15019952,0.20045096,2662,1773,3603,2500,-2639.1654
931,4602.7194,1215,199.342,9,40.20623863,-105.062983,-0.05903399,-0.16478476,0.2223083,2367,1506,3301,2664,-2692.0876
568,3401.7355,841,351.4661,9,40.39006041,-104.5032531,0.04818949,-0.10941476,0.26728112,1925,1113,2398,1748,-1810.7228
831,4872.2072,1210,228.5652,9,40.80341103,-105.1812665,-0.052966498,-0.15946844,0.19706647,2530,1697,3490,2813,-2828.7382
714,3915.1107,964,266.5029,9,40.29534549,-104.8452774,-0.0633771,-0.16572581,0.26043254,2069,1214,2891,2349,-2423.6076
727,3821.6544,990,228.1544,9,39.94890143,-105.0936513,-0.049406175,-0.1641604,0.24789523,2001,1206,2787,2209,-2276.2343
610,3077.668,825,164.3701,9,40.27710486,-103.8304367,0.008601465,-0.18903689,0.2252322,1583,1001,2321,1556,-1732.5741
573,3123.3736,760,300.8833,9,40.05413066,-105.2274531,0.005570214,-0.15350445,0.2889891,1715,946,2337,1696,-1841.0302
838,4513.2114,1191,364.3719,9,40.54815519,-104.9924415,0.10884052,-0.118021205,0.21430309,2496,1615,3164,2006,-2150.494
618,3742.9546,924,155.2011,9,40.22453745,-104.84967,-0.1100071,-0.20195164,0.22182527,1881,1198,2833,2346,-2429.4777
672,3712.4894,913,285.5076,9,40.39988061,-104.5247458,-0.05932809,-0.17250052,0.28098637,1974,1108,2797,2223,-2344.7721
988,5464.0936,1343,280.8758,9,39.95518872,-104.7652651,-0.08181669,-0.19586444,0.23185217,2800,1746,4164,3299,-3486.532
914,4588.4214,1267,311.7445,9,40.04290451,-105.1500476,0.087031454,-0.09146561,0.20602295,2523,1661,3031,2119,-2093.1691
785,4600.9971,1136,477.6222,9,40.60915744,-104.8654789,0.09440267,-0.10944936,0.24554314,2620,1587,3264,2168,-2318.7689
656,3787.485,983,288.3509,9,39.80250664,-104.7843587,0.028741328,-0.11338885,0.2287659,2076,1303,2607,1960,-1963.8431
701,3782.3158,1019,261.2961,9,39.6304019,-104.8334851,0.03890854,-0.11360207,0.2230815,2056,1306,2583,1902,-1905.8857
1072,5464.8988,1558,117.5845,9,40.765683,-105.0891009,-0.016990716,-0.11719365,0.15759076,2806,2042,3551,2903,-2690.4839
636,3779.8581,911,404.5354,9,39.99637283,-105.1791148,0.009985735,-0.13306123,0.29354447,2124,1160,2776,2082,-2205.0787
768,3837.3755,1029,198.3046,9,39.68750144,-105.1132394,-0.023052657,-0.14176081,0.22370821,2013,1277,2678,2108,-2106.9633
1277,3594.895,1166,465.6622,9,39.85467949,-105.3288502,0.40789473,0.24946922,0.26866072,2354,1357,1414,990,-450.0107
970,4889.6403,1511,-105.5024,9,40.08543528,-104.9780653,-0.06566456,-0.12486106,0.10580524,2362,1910,3036,2694,-2342.8524
1183,6559.9746,1703,548.3029,9,41.11203296,-104.5307239,0.07162655,-0.09721027,0.22128013,3673,2342,4464,3182,-3206.8508
